Messstelle Nr.,Messtelle,Messbeginn,Messende,Messstellezweck,Betreiber,Landkreis,Flussgebiet,Grundwasserkörper,Überschwemmungsgebiet,Wasserschutzgebiet,UTM-Rechtswert,UTM-Hochwert
400002946,Großenwieden: 11m,2005,2015,Grundwasserstands- und -gütemessstelle,NLWKN Betriebsstelle Hannover-Hildesheim,Hameln-Pyrmont,Weser,Oberweser-Hameln,Weser (LK Hameln-Pyrmont und Stadt Hameln),,32513637,5780717
400002947,Großenwieden: 11t,2005,2015,Grundwasserstands- und -gütemessstelle,NLWKN Betriebsstelle Hannover-Hildesheim,Hameln-Pyrmont,Weser,Oberweser-Hameln,Weser (LK Hameln-Pyrmont und Stadt Hameln),,32513639,5780717
1200000628,Großringerwösten I,1990,2015,Grundwasserstands- und -gütemessstelle,NLWKN Betriebsstelle Meppen,Grafschaft Bentheim,Rhein,Grenzaa,,,32363011,5833854
600001024,Grossenhain UE 61,1998,1998,Grundwasserstands- und -gütemessstelle,NLWKN Betriebsstelle Stade,Cuxhaven,Elbe/Labe,Oste Lockergestein links,,,32495538,5935990
100000145,Grossheide I,,,Grundwasserstandsmessstelle,NLWKN Betriebsstelle Aurich,Aurich,Ems,Norderland/Harlinger Land,,,32390951,5937242
100000231,Grossoldendorf,2012,2012,Grundwasserstands- und -gütemessstelle,NLWKN Betriebsstelle Aurich,Leer,Ems,Leda-Jümme Lockergestein rechts,,,32415258,5911080
100000591,Grotegaste I,2006,2006,Grundwasserstands- und -gütemessstelle,NLWKN Betriebsstelle Aurich,Leer,Ems,Mittlere Ems Lockergestein rechts 2,,,32392996,5892585
701401200,Gr_Schwülper_Brunnen 1,1984,2015,Grundwassergütemessstelle,NLWKN Betriebsstelle Süd,Gifhorn,Weser,Oker Lockergestein rechts,,Groß Schwülper,32598718,5802587
701401203,Gr_Schwülper_P3,2006,2015,Grundwasserstands- und -gütemessstelle,NLWKN Betriebsstelle Süd,Gifhorn,Weser,Oker Lockergestein rechts,,,32597661,5803605
400001576,"Grünenplan, Brunnen: Grünenplan TB",1994,2015,Grundwassergütemessstelle,NLWKN Betriebsstelle Hannover-Hildesheim,Holzminden,Weser,Leine mesozoisches Festgestein links 2,,Hilsmulde,32550376,5756796
400001577,"Grünenplan, Quellen: Hüttenkeil 1-9",1997,2015,Grundwassergütemessstelle,NLWKN Betriebsstelle Hannover-Hildesheim,Holzminden,Weser,Leine mesozoisches Festgestein links 2,,Grünenplan,32548768,5756886
400001578,"Grünenplan, Quellen: Langer Grund/M. 1-5",1997,2015,Grundwassergütemessstelle,NLWKN Betriebsstelle Hannover-Hildesheim,Holzminden,Weser,Leine mesozoisches Festgestein links 2,,Grünenplan,32549877,5757006
400002072,"Grünenplan, Quellen: WW Quellwasser",1986,1986,Grundwassergütemessstelle,NLWKN Betriebsstelle Hannover-Hildesheim,Holzminden,Weser,Leine mesozoisches Festgestein links 2,,Grünenplan,32548678,5756806
400000401,Grupenhagen I,1997,2002,Grundwasserstands- und -gütemessstelle,NLWKN Betriebsstelle Hannover-Hildesheim,Hameln-Pyrmont,Weser,Nordlippische Trias-Gebiete,,,32514810,5770573
400000403,Grupenhagen II,1994,2015,Grundwasserstands- und -gütemessstelle,NLWKN Betriebsstelle Hannover-Hildesheim,Hameln-Pyrmont,Weser,Nordlippische Trias-Gebiete,,,32514808,5770574
600000686,Gudendorf UE 84 FI,1997,1999,Grundwasserstands- und -gütemessstelle,NLWKN Betriebsstelle Stade,Cuxhaven,Elbe/Labe,Land Hadeln Lockergestein,,Altenwalde,32477720,5960931
1300000716,GUN 005 Fulde,2000,2015,Grundwasserstands- und -gütemessstelle,NLWKN Betriebsstelle Verden,Heidekreis,Weser,Böhme Lockergestein rechts,,,32537530,5858888
1300000715,GUN 017 Fallingbostel,2000,2015,Grundwasserstands- und -gütemessstelle,NLWKN Betriebsstelle Verden,Heidekreis,Weser,Böhme Lockergestein links,,,32546047,5856491
1300000717,GUN 033 Meißendorf-Sunder,2002,2015,Grundwasserstands- und -gütemessstelle,NLWKN Betriebsstelle Verden,Celle,Weser,Örtze Lockergestein rechts,,,32555793,5841715
1300002801,GUN 033 N Meißendorf,2008,2015,Grundwasserstands- und -gütemessstelle,NLWKN Betriebsstelle Verden,Celle,Weser,Örtze Lockergestein rechts,,,32555788,5841715
1300000724,GUN 036 Heber,2000,2015,Grundwasserstands- und -gütemessstelle,NLWKN Betriebsstelle Verden,Heidekreis,Weser,Böhme Lockergestein links,,,32557863,5884235
1300000088,GUN 040/1 Sandlingen,1995,2015,Grundwasserstands- und -gütemessstelle,NLWKN Betriebsstelle Verden,Celle,Weser,Fuhse Lockergestein rechts,,,32581569,5824560
1300000089,GUN 040/2 Sandlingen,1995,2015,Grundwasserstands- und -gütemessstelle,NLWKN Betriebsstelle Verden,Celle,Weser,Fuhse Lockergestein rechts,,,32581571,5824560
1300000090,GUN 040/3 Sandlingen,1995,2015,Grundwasserstands- und -gütemessstelle,NLWKN Betriebsstelle Verden,Celle,Weser,Fuhse Lockergestein rechts,,,32581573,5824560
1300000725,GUN 057 Feienberg,2000,2015,Grundwasserstands- und -gütemessstelle,NLWKN Betriebsstelle Verden,Rotenburg (Wümme),Weser,Wümme Lockergestein links,,,32543761,5893754
1300000091,GUN 058/1 Höfer,1995,2015,Grundwasserstands- und -gütemessstelle,NLWKN Betriebsstelle Verden,Celle,Weser,Örtze Lockergestein links,,,32585894,5837989
1300000092,GUN 058/2 Höfer,1995,2015,Grundwasserstands- und -gütemessstelle,NLWKN Betriebsstelle Verden,Celle,Weser,Örtze Lockergestein links,,,32585895,5837989
1300000093,GUN 058/3 Höfer,1995,2015,Grundwasserstands- und -gütemessstelle,NLWKN Betriebsstelle Verden,Celle,Weser,Örtze Lockergestein links,,,32585893,5837988
1300000726,GUN 065 Lieste,2000,2015,Grundwasserstands- und -gütemessstelle,NLWKN Betriebsstelle Verden,Heidekreis,Weser,Wümme Lockergestein links,,,32547956,5881466
1300000094,GUN 066/1 Gilmerdingen,1995,2015,Grundwasserstands- und -gütemessstelle,NLWKN Betriebsstelle Verden,Heidekreis,Weser,Wümme Lockergestein links,,Delmsen,32548520,5876951
1300000095,GUN 066/2 Gilmerdingen,1995,2015,Grundwasserstands- und -gütemessstelle,NLWKN Betriebsstelle Verden,Heidekreis,Weser,Wümme Lockergestein links,,Delmsen,32548522,5876951
1300000096,GUN 066/3 Gilmerdingen,1995,2015,Grundwasserstands- und -gütemessstelle,NLWKN Betriebsstelle Verden,Heidekreis,Weser,Wümme Lockergestein links,,Delmsen,32548517,5876951
1300000097,GUN 066/4 Gilmerdingen,1995,2015,Grundwasserstands- und -gütemessstelle,NLWKN Betriebsstelle Verden,Heidekreis,Weser,Wümme Lockergestein links,,Delmsen,32548524,5876951
1300002775,GUN 071 N Posthausen,2008,2015,Grundwasserstands- und -gütemessstelle,NLWKN Betriebsstelle Verden,Verden,Weser,Wümme Lockergestein links,,,32510804,5878603
1300000727,GUN 092 Dörverden,2000,2015,Grundwasserstands- und -gütemessstelle,NLWKN Betriebsstelle Verden,Verden,Weser,Mittlere Weser Lockergestein rechts,"Weser, Landkreis Diepholz und Verden",,32515144,5856455
1300000098,GUN 097/1 Rahnhorst,1995,2015,Grundwasserstands- und -gütemessstelle,NLWKN Betriebsstelle Verden,Rotenburg (Wümme),Weser,Böhme Lockergestein rechts,,,32524049,5871089
1300000099,GUN 097/2 Rahnhorst,1995,2015,Grundwasserstands- und -gütemessstelle,NLWKN Betriebsstelle Verden,Rotenburg (Wümme),Weser,Böhme Lockergestein rechts,,,32524048,5871090
1300002797,GUN 116 N Salzmoor,2008,2015,Grundwasserstands- und -gütemessstelle,NLWKN Betriebsstelle Verden,Celle,Weser,Örtze Lockergestein rechts,,,32567691,5850347
1300000728,GUN 116 Salzmoor,2001,2014,Grundwasserstands- und -gütemessstelle,NLWKN Betriebsstelle Verden,Celle,Weser,Örtze Lockergestein rechts,,,32567691,5850349
1300000729,GUN 144 Platjenwerbe,2001,2015,Grundwasserstands- und -gütemessstelle,NLWKN Betriebsstelle Verden,Osterholz,Weser,Untere Weser Lockergestein rechts,,,32479159,5893528
1300000100,GUN 158/1 Steinkenhöfen,1995,2015,Grundwasserstands- und -gütemessstelle,NLWKN Betriebsstelle Verden,Heidekreis,Elbe/Labe,Ilmenau Lockergestein links,,,32565566,5882629
1300000101,GUN 158/2 Steinkenhöfen,1995,2015,Grundwasserstands- und -gütemessstelle,NLWKN Betriebsstelle Verden,Heidekreis,Elbe/Labe,Ilmenau Lockergestein links,,,32565566,5882631
1300000102,GUN 158/3 Steinkenhöfen,1995,2015,Grundwasserstands- und -gütemessstelle,NLWKN Betriebsstelle Verden,Heidekreis,Elbe/Labe,Ilmenau Lockergestein links,,,32565567,5882628
1300000731,GUN 162 Kiebitzsegen,2001,2015,Grundwasserstands- und -gütemessstelle,NLWKN Betriebsstelle Verden,Osterholz,Weser,Wümme Lockergestein rechts,,,32486842,5904796
1300002792,GUN 162 N Kiebitzsegen,2008,2015,Grundwasserstands- und -gütemessstelle,NLWKN Betriebsstelle Verden,Osterholz,Weser,Wümme Lockergestein rechts,,,32486842,5904793
1100000560,Gut Vorwalde I,1995,2015,Grundwasserstands- und -gütemessstelle,NLWKN Betriebsstelle Cloppenburg,Osnabrück,Weser,Hunte Festgestein links,,,32442737,5804157
1100000562,Gut Vorwalde II,1995,2015,Grundwasserstands- und -gütemessstelle,NLWKN Betriebsstelle Cloppenburg,Osnabrück,Weser,Hunte Festgestein links,,,32442740,5804158
1100000564,Gut Vorwalde III,1995,2014,Grundwasserstands- und -gütemessstelle,NLWKN Betriebsstelle Cloppenburg,Osnabrück,Weser,Hunte Festgestein links,,,32442739,5804157
100005088,GWM 101,2015,2015,Grundwassergütemessstelle,NLWKN Betriebsstelle Aurich,Friesland,Weser,Jade Lockergestein links,,Klein Horsten,32426392,5918851
100005089,GWM 104,2015,2015,Grundwassergütemessstelle,NLWKN Betriebsstelle Aurich,Wittmund,Weser,Jade Lockergestein links,,Klein Horsten,32424796,5919915
100005090,GWM 105,2015,2015,Grundwassergütemessstelle,NLWKN Betriebsstelle Aurich,Wittmund,Weser,Jade Lockergestein links,,Klein Horsten,32424592,5921477
100005084,GWM 39,2015,2015,Grundwassergütemessstelle,NLWKN Betriebsstelle Aurich,Friesland,Weser,Jade Lockergestein links,,Klein Horsten,32427166,5918830
100005085,GWM 42,2015,2015,Grundwassergütemessstelle,NLWKN Betriebsstelle Aurich,Wittmund,Weser,Jade Lockergestein links,,Klein Horsten,32425647,5919047
100005086,GWM 43,2015,2015,Grundwassergütemessstelle,NLWKN Betriebsstelle Aurich,Wittmund,Weser,Jade Lockergestein links,,Klein Horsten,32425578,5921628
100005087,GWM 44,2015,2015,Grundwassergütemessstelle,NLWKN Betriebsstelle Aurich,Wittmund,Weser,Jade Lockergestein links,,Klein Horsten,32425475,5920467
1200000240,Haar I,2007,2015,Grundwasserstands- und -gütemessstelle,NLWKN Betriebsstelle Meppen,Emsland,Ems,Mittlere Ems Lockergestein links,,,32374943,5850606
1200000242,Haar II,,,Grundwasserstandsmessstelle,NLWKN Betriebsstelle Meppen,Emsland,Ems,Mittlere Ems Lockergestein links,,,32374944,5850606
600001464,Haassel UE 50 FI,1996,1999,Grundwasserstands- und -gütemessstelle,NLWKN Betriebsstelle Stade,Rotenburg (Wümme),Elbe/Labe,Oste Lockergestein rechts,,,32515505,5912321
900000463,Habern II,1976,2002,Grundwasserstands- und -gütemessstelle,NLWKN Betriebsstelle Brake-Oldenburg,Oldenburg,Weser,Hunte Lockergestein links,,,32437445,5878919
400001582,Habrihausen: Habrihausen Stollen 1,1995,2015,Grundwassergütemessstelle,NLWKN Betriebsstelle Hannover-Hildesheim,Schaumburg,Weser,Leine mesozoisches Festgestein links 2,,Habrihausen,32517796,5794649
400001583,Habrihausen: Hülsebrink Brunnen 2,1995,2015,Grundwassergütemessstelle,NLWKN Betriebsstelle Hannover-Hildesheim,Schaumburg,Weser,Leine mesozoisches Festgestein links 2,,Habrihausen,32518525,5794727
400001584,Habrihausen: Moor Brunnen 3,1995,2015,Grundwassergütemessstelle,NLWKN Betriebsstelle Hannover-Hildesheim,Schaumburg,Weser,Leine mesozoisches Festgestein links 2,,Habrihausen,32518692,5795157
400002073,Habrihausen: Rohmischwasser Habrihausen,1998,2014,Grundwassergütemessstelle,NLWKN Betriebsstelle Hannover-Hildesheim,Schaumburg,Weser,Leine mesozoisches Festgestein links 2,,,32517610,5794816
400001585,Hachmühlen-Mühlenbachtal: Brunnen 1,1994,2015,Grundwassergütemessstelle,NLWKN Betriebsstelle Hannover-Hildesheim,Hameln-Pyrmont,Weser,Oberweser-Hameln,,Mühlenbachtal,32533497,5779452
400001586,Hackenstedt: Hackenstedt Quelle,1995,1995,Grundwassergütemessstelle,NLWKN Betriebsstelle Hannover-Hildesheim,Hildesheim,Weser,Innerste mesozoisches Festgestein links,,,32574617,5770290
600000994,Haddorf UE 21 FI,1998,1998,Grundwasserstands- und -gütemessstelle,NLWKN Betriebsstelle Stade,Stade,Elbe/Labe,Lühe-Schwinge Lockergestein,,,32526003,5939005
100000461,Hage,1981,2014,Grundwasserstands- und -gütemessstelle,NLWKN Betriebsstelle Aurich,Aurich,Ems,Norderland/Harlinger Land,,Hage,32385657,5940927
1100000544,Hagel I,1995,2015,Grundwasserstands- und -gütemessstelle,NLWKN Betriebsstelle Cloppenburg,Cloppenburg,Ems,Hase Lockergestein rechts,,,32423264,5845753
1100000546,Hagel II,1995,2015,Grundwasserstands- und -gütemessstelle,NLWKN Betriebsstelle Cloppenburg,Cloppenburg,Ems,Hase Lockergestein rechts,,,32423264,5845752
1100000548,Hagel III,1995,2013,Grundwasserstands- und -gütemessstelle,NLWKN Betriebsstelle Cloppenburg,Cloppenburg,Ems,Hase Lockergestein rechts,,,32423264,5845754
400004380,Hagen: Brunnen 1a,2004,2015,Grundwassergütemessstelle,NLWKN Betriebsstelle Hannover-Hildesheim,Hannover,Weser,Leine Lockergestein links,,Hagen/Neustadt,32529711,5824049
400004401,Hagen: Brunnen 2a ,1995,2015,Grundwassergütemessstelle,NLWKN Betriebsstelle Hannover-Hildesheim,Hannover,Weser,Leine Lockergestein links,,Hagen/Neustadt,32529683,5823858
400001587,Hagen: Brunnen 3,1996,2015,Grundwassergütemessstelle,NLWKN Betriebsstelle Hannover-Hildesheim,Hannover,Weser,Leine Lockergestein links,,Hagen/Neustadt,32527508,5824399
400004364,Hagen: Brunnen 4b,2011,2012,Grundwassergütemessstelle,NLWKN Betriebsstelle Hannover-Hildesheim,Hannover,Weser,Leine Lockergestein links,,Hagen/Neustadt,32528394,5825809
400004493,Hagen: Brunnen 4c,2013,2015,Grundwassergütemessstelle,NLWKN Betriebsstelle Hannover-Hildesheim,Hannover,Weser,Leine Lockergestein links,,Hagen/Neustadt,32528439,5825898
400001591,Hagen: Brunnen 5 (H.05),1995,2015,Grundwassergütemessstelle,NLWKN Betriebsstelle Hannover-Hildesheim,Hannover,Weser,Leine Lockergestein links,,Hagen/Neustadt,32528198,5825891
400002074,Hagen: Fassung Hagen Brunnen 1+2,1995,2015,Grundwassergütemessstelle,NLWKN Betriebsstelle Hannover-Hildesheim,Hannover,Weser,Leine Lockergestein links,,Hagen/Neustadt,32529784,5824020
400002948,Hagen: 348,2007,2015,Grundwasserstands- und -gütemessstelle,NLWKN Betriebsstelle Hannover-Hildesheim,Nienburg (Weser),Weser,Untere Aller Lockergestein links,,,32527465,5830383
400003144,Hagen: 416,2008,2015,Grundwasserstands- und -gütemessstelle,NLWKN Betriebsstelle Hannover-Hildesheim,Hannover,Weser,Untere Aller Lockergestein links,,Hagen/Neustadt,32529296,5827098
400002949,Hagen: 428,2007,2015,Grundwasserstands- und -gütemessstelle,NLWKN Betriebsstelle Hannover-Hildesheim,Hannover,Weser,Mittlere Weser Lockergestein rechts,,,32525200,5825825
400002950,Hagen: 435,2007,2015,Grundwasserstands- und -gütemessstelle,NLWKN Betriebsstelle Hannover-Hildesheim,Hannover,Weser,Leine Lockergestein links,,,32526826,5822802
400002952,Hagen: 488,2007,2015,Grundwasserstands- und -gütemessstelle,NLWKN Betriebsstelle Hannover-Hildesheim,Hannover,Weser,Untere Aller Lockergestein links,,,32528279,5829031
1100000352,Hagenbecker Ahe I,1992,2005,Grundwasserstands- und -gütemessstelle,NLWKN Betriebsstelle Cloppenburg,Osnabrück,Ems,Große Aa,,,32412603,5817514
1100000354,Hagenbecker Ahe II,1992,2005,Grundwasserstands- und -gütemessstelle,NLWKN Betriebsstelle Cloppenburg,Osnabrück,Ems,Große Aa,,,32412603,5817494
400001592,Hagenohsen: Brunnen Hagenhohsen,1997,2015,Grundwassergütemessstelle,NLWKN Betriebsstelle Hannover-Hildesheim,Hameln-Pyrmont,Weser,Oberweser-Hameln,,Hagenohsen,32527060,5767637
1100000284,Hagstedt,1987,2006,Grundwasserstands- und -gütemessstelle,NLWKN Betriebsstelle Cloppenburg,Vechta,Ems,Hase Lockergestein rechts,,,32449768,5851420
1100000167,Hagstedt 8/8,1988,2015,Grundwasserstands- und -gütemessstelle,NLWKN Betriebsstelle Cloppenburg,Vechta,Ems,Hase Lockergestein rechts,,,32449584,5850701
701430002,Hahausen_BR2,2008,2015,Grundwassergütemessstelle,NLWKN Betriebsstelle Süd,Goslar,Weser,Innerste mesozoisches Festgestein links,,Hahausen,32583191,5755883
701430001,Hahausen_TB,2008,2015,Grundwassergütemessstelle,NLWKN Betriebsstelle Süd,Goslar,Weser,Innerste mesozoisches Festgestein links,,Hahausen,32582496,5755714
700000485,Hahndorf,,,Grundwasserstandsmessstelle,NLWKN Betriebsstelle Süd,Goslar,Weser,Innerste mesozoisches Festgestein rechts,,Alt Wallmoden/Baddeckenstedt,32598841,5757917
700000708,Hahnenhorn I,1994,2015,Grundwasserstands- und -gütemessstelle,NLWKN Betriebsstelle Süd,Gifhorn,Weser,Örtze Lockergestein links,,,32597321,5823259
700000710,Hahnenhorn II,1994,2015,Grundwasserstands- und -gütemessstelle,NLWKN Betriebsstelle Süd,Gifhorn,Weser,Örtze Lockergestein links,,,32597319,5823260
800000732,Hahnhorst I,1991,2015,Grundwasserstands- und -gütemessstelle,NLWKN Betriebsstelle Sulingen,Diepholz,Weser,Große Aue Lockergestein links,,,32491861,5844662
800000734,Hahnhorst II,2014,2015,Grundwassergütemessstelle,NLWKN Betriebsstelle Sulingen,Diepholz,Weser,Große Aue Lockergestein links,,,32491862,5844663
900000475,Haidhäuser II,1980,2001,Grundwasserstands- und -gütemessstelle,NLWKN Betriebsstelle Brake-Oldenburg,Oldenburg,Weser,Hunte Lockergestein rechts,,,32464819,5869487
400004545,Hajen,,,Grundwasserstandsmessstelle,NLWKN Betriebsstelle Hannover-Hildesheim,Hameln-Pyrmont,Weser,Vogler-Solling-Bramwald,Weser (LK Hameln-Pyrmont und Stadt Hameln),,32530649,5761487
400000429,Hajen (alt),2006,2014,Grundwasserstands- und -gütemessstelle,NLWKN Betriebsstelle Hannover-Hildesheim,Hameln-Pyrmont,Weser,Vogler-Solling-Bramwald,Weser (LK Hameln-Pyrmont und Stadt Hameln),,32530649,5761488
701470042,Halchter-Ohrum_A17,1993,2015,Grundwassergütemessstelle,NLWKN Betriebsstelle Süd,Wolfenbüttel,Weser,Oker mesozoisches Festgestein links,Oker-4 Landkreis Wolfenbüttel,Halchter-Ohrum,32605568,5778638
701470001,Halchter-Ohrum_BR01,1987,2015,Grundwassergütemessstelle,NLWKN Betriebsstelle Süd,Wolfenbüttel,Weser,Oker mesozoisches Festgestein links,,Halchter-Ohrum,32605650,5777195
701470002,Halchter-Ohrum_BR02,1987,2015,Grundwassergütemessstelle,NLWKN Betriebsstelle Süd,Wolfenbüttel,Weser,Oker mesozoisches Festgestein links,,Halchter-Ohrum,32605777,5776534
701470003,Halchter-Ohrum_BR03,1987,2015,Grundwassergütemessstelle,NLWKN Betriebsstelle Süd,Wolfenbüttel,Weser,Oker mesozoisches Festgestein links,,Halchter-Ohrum,32606273,5775699
701470004,Halchter-Ohrum_BR04,1987,2015,Grundwassergütemessstelle,NLWKN Betriebsstelle Süd,Wolfenbüttel,Weser,Oker mesozoisches Festgestein links,,Halchter-Ohrum,32606655,5775035
701470012,Halchter-Ohrum_04A,2010,2015,Grundwasserstands- und -gütemessstelle,NLWKN Betriebsstelle Süd,Wolfenbüttel,Weser,Oker mesozoisches Festgestein links,,Halchter-Ohrum,32605748,5777015
701470027,Halchter-Ohrum_25A,1989,2015,Grundwassergütemessstelle,NLWKN Betriebsstelle Süd,Wolfenbüttel,Weser,Oker mesozoisches Festgestein links,,Halchter-Ohrum,32607079,5774306
1100000189,Halen,1987,2015,Grundwasserstands- und -gütemessstelle,NLWKN Betriebsstelle Cloppenburg,Cloppenburg,Ems,Leda-Jümme Lockergestein rechts,,Großenkneten,32442544,5857122
900000397,Halsbek,1978,2011,Grundwasserstands- und -gütemessstelle,NLWKN Betriebsstelle Brake-Oldenburg,Ammerland,Ems,Leda-Jümme Lockergestein rechts,,,32427648,5908477
100000509,Halte I,1980,2015,Grundwasserstands- und -gütemessstelle,NLWKN Betriebsstelle Aurich,Leer,Ems,Untere Ems Lockergestein links,,,32390256,5885573
100000511,Halte II,2004,2015,Grundwasserstands- und -gütemessstelle,NLWKN Betriebsstelle Aurich,Leer,Ems,Untere Ems Lockergestein links,,,32389847,5886089
400001595,Halvestorf: Vertikalbrunnen 1,1989,2012,Grundwassergütemessstelle,NLWKN Betriebsstelle Hannover-Hildesheim,Hameln-Pyrmont,Weser,Nordlippische Trias-Gebiete,,Halvestorf,32520016,5773192
400001596,Halvestorf: Vertikalbrunnen 2,1989,1989,Grundwassergütemessstelle,NLWKN Betriebsstelle Hannover-Hildesheim,Hameln-Pyrmont,Weser,Nordlippische Trias-Gebiete,,Halvestorf,32520228,5772722
400001600,Hameln II-Hohes Feld: Horizontalfilterbr. (HM-S),1995,2015,Grundwassergütemessstelle,NLWKN Betriebsstelle Hannover-Hildesheim,Hameln-Pyrmont,Weser,Oberweser-Hameln,,Hameln-Süd,32527546,5768494
400002953,Hameln II-Hohes Feld: P 108 (Hameln-Süd),2007,2015,Grundwasserstands- und -gütemessstelle,NLWKN Betriebsstelle Hannover-Hildesheim,Hameln-Pyrmont,Weser,Oberweser-Hameln,,Hameln-Süd,32527907,5768978
400001601,Hameln III-Haarbach: Haarbach-Ost,1998,2015,Grundwassergütemessstelle,NLWKN Betriebsstelle Hannover-Hildesheim,Hameln-Pyrmont,Weser,Nordlippische Trias-Gebiete,,Haarbach,32517937,5775860
400001602,Hameln III-Haarbach: Haarbach-West,1995,2015,Grundwassergütemessstelle,NLWKN Betriebsstelle Hannover-Hildesheim,Hameln-Pyrmont,Weser,Nordlippische Trias-Gebiete,,Haarbach,32517678,5775905
400004467,Hämelschenburg,2014,2015,Grundwasserstands- und -gütemessstelle,NLWKN Betriebsstelle Hannover-Hildesheim,Hameln-Pyrmont,Weser,Südlippische Trias-Gebiete,,Bad Pyrmont,32523784,5764629
400002684,Hämelschenburg: Hämelschenburg,1982,2010,Grundwassergütemessstelle,NLWKN Betriebsstelle Hannover-Hildesheim,Hameln-Pyrmont,Weser,Südlippische Trias-Gebiete,,Bad Pyrmont,32524166,5764828
